Date,POA,PV_Power,RRP
2025-07-09 02:40:00,0.0,0.0,0.0474
2025-07-09 02:45:00,0.0,0.0,0.0188
2025-07-09 02:50:00,0.0,0.0,0.0474
2025-07-09 02:55:00,0.0,0.0,0.0194
2025-07-09 03:00:00,0.0,0.0,0.0474
2025-07-09 03:05:00,0.0,0.0,0.0192
2025-07-09 03:10:00,0.0,0.0,0.0198
2025-07-09 03:15:00,0.0,0.0,0.0317
2025-07-09 03:20:00,0.0,0.0,0.0094
2025-07-09 03:25:00,0.0,0.0,0.0166
2025-07-09 03:30:00,0.0,0.0,0.009
2025-07-09 03:35:00,0.0,0.0,0.0104
2025-07-09 03:40:00,0.0,0.0,0.0147
2025-07-09 03:45:00,0.0,0.0,0.0474
2025-07-09 03:50:00,0.0,0.0,0.0
2025-07-09 03:55:00,0.0,0.0,0.0181
2025-07-09 04:00:00,0.0,0.0,0.0174
2025-07-09 04:05:00,0.0,0.0,0.0074
2025-07-09 04:10:00,0.0,0.0,0.0005
2025-07-09 04:15:00,0.0,0.0,0.0091
2025-07-09 04:20:00,0.0,0.0,0.0091
2025-07-09 04:25:00,0.0,0.0,0.0091
2025-07-09 04:30:00,0.0,0.0,0.0079
2025-07-09 04:35:00,0.0,0.0,0.0088
2025-07-09 04:40:00,0.0,0.0,0.0088
2025-07-09 04:45:00,0.0,0.0,-0.0085
2025-07-09 04:50:00,0.0,0.0,0.0087
2025-07-09 04:55:00,0.0,0.0,-0.0085
2025-07-09 05:00:00,0.0,0.0,0.0196
2025-07-09 05:05:00,0.0,0.0,0.0087
2025-07-09 05:10:00,0.0,0.0,-0.0085
2025-07-09 05:15:00,0.0,0.0,-0.016
2025-07-09 05:20:00,0.0,0.0,-0.0085
2025-07-09 05:25:00,0.0,0.0,-0.0085
2025-07-09 05:30:00,0.0,0.0,-0.016
2025-07-09 05:35:00,0.0,0.0,0.0
2025-07-09 05:40:00,0.0,0.0,0.0386
2025-07-09 05:45:00,0.0,0.0,-0.0021
2025-07-09 05:50:00,0.0,0.0,-0.016
2025-07-09 05:55:00,0.0,0.0,0.0034
2025-07-09 06:00:00,0.0,0.0,-0.0085
2025-07-09 06:05:00,0.0,0.0,0.0402
2025-07-09 06:10:00,0.0,0.0,0.0493
2025-07-09 06:15:00,0.0,0.0,0.0
2025-07-09 06:20:00,0.0,0.0,0.0091
2025-07-09 06:25:00,0.0,0.0,0.0
2025-07-09 06:30:00,0.0,0.0,0.0
2025-07-09 06:35:00,0.0,0.0,0.0183
2025-07-09 06:40:00,0.0,0.0,0.0
2025-07-09 06:45:00,0.0,0.0,0.0799
2025-07-09 06:50:00,0.0,0.0,0.0857
2025-07-09 06:55:00,0.0,0.0,0.0899
2025-07-09 07:00:00,0.0,0.0,0.0946
2025-07-09 07:05:00,1.0,3.79,0.0005
2025-07-09 07:10:00,2.0,7.59,0.0032
2025-07-09 07:15:00,2.0,7.59,0.1277
2025-07-09 07:20:00,4.0,15.18,0.0005
2025-07-09 07:25:00,7.0,26.56,0.1192
2025-07-09 07:30:00,11.0,41.73,0.0005
2025-07-09 07:35:00,14.0,53.12,0.0977
2025-07-09 07:40:00,26.0,98.64,0.0907
2025-07-09 07:45:00,23.0,87.26,0.125
2025-07-09 07:50:00,72.0,273.17,0.0928
2025-07-09 07:55:00,39.0,147.97,0.0929
2025-07-09 08:00:00,67.0,254.2,0.0923
2025-07-09 08:05:00,62.24,236.12,0.095
2025-07-09 08:10:00,56.34,213.77,0.086
2025-07-09 08:15:00,240.54,912.62,0.087
2025-07-09 08:20:00,288.0,1092.67,0.0658
2025-07-09 08:25:00,213.08,808.44,0.0574
2025-07-09 08:30:00,336.9,1278.18,0.0609
2025-07-09 08:35:00,444.79,1687.54,0.1312
2025-07-09 08:40:00,422.11,1601.5,0.1014
2025-07-09 08:45:00,557.0,2113.26,0.1014
2025-07-09 08:50:00,155.0,588.07,0.0206
2025-07-09 08:55:00,168.85,640.64,0.0208
2025-07-09 09:00:00,179.0,679.13,0.0095
2025-07-09 09:05:00,570.0,2162.58,0.0032
2025-07-09 09:10:00,391.93,1486.98,-0.0028
2025-07-09 09:15:00,301.0,1141.99,0.0148
2025-07-09 09:20:00,425.26,1613.43,0.0027
2025-07-09 09:25:00,392.24,1488.14,0.1014
2025-07-09 09:30:00,458.0,1737.65,-0.0092
2025-07-09 09:35:00,410.01,1555.59,0.1014
2025-07-09 09:40:00,420.43,1595.1,-0.0145
2025-07-09 09:45:00,200.0,758.8,-0.0361
2025-07-09 09:50:00,130.65,495.7,-0.0145
2025-07-09 09:55:00,64.0,242.82,0.1014
2025-07-09 10:00:00,87.98,333.79,0.0184
2025-07-09 10:05:00,100.0,379.4,-0.0162
2025-07-09 10:10:00,113.0,428.72,0.1014
2025-07-09 10:15:00,127.0,481.84,-0.0162
2025-07-09 10:20:00,145.64,552.57,-0.0164
2025-07-09 10:25:00,141.0,534.95,-0.0162
2025-07-09 10:30:00,106.0,402.16,0.1014
2025-07-09 10:35:00,59.84,227.05,-0.0161
2025-07-09 10:40:00,39.32,149.18,-0.0084
2025-07-09 10:45:00,30.0,113.82,-0.0056
2025-07-09 10:50:00,30.0,113.82,-0.032
2025-07-09 10:55:00,47.0,178.32,-0.032
2025-07-09 11:00:00,84.0,318.7,-0.032
2025-07-09 11:05:00,98.0,371.81,0.1014
2025-07-09 11:10:00,98.0,371.81,0.049
2025-07-09 11:15:00,80.0,303.52,0.049
2025-07-09 11:20:00,73.0,276.96,0.049
2025-07-09 11:25:00,106.0,402.16,0.049
2025-07-09 11:30:00,115.0,436.31,-0.0175
2025-07-09 11:35:00,123.0,466.66,0.1014
2025-07-09 11:40:00,144.79,549.32,0.1014
2025-07-09 11:45:00,186.0,705.68,0.1014
2025-07-09 11:50:00,220.0,834.68,0.1705
2025-07-09 11:55:00,245.0,929.53,0.1705
2025-07-09 12:00:00,189.95,720.66,0.1014
2025-07-09 12:05:00,196.0,743.62,0.1014
2025-07-09 12:10:00,186.59,707.94,0.1705
2025-07-09 12:15:00,163.0,618.42,0.1705
2025-07-09 12:20:00,99.55,377.7,0.1705
2025-07-09 12:25:00,65.4,248.14,0.1014
2025-07-09 12:30:00,110.0,417.34,0.1705
2025-07-09 12:35:00,102.75,389.84,0.1705
2025-07-09 12:40:00,88.45,335.56,0.1705
2025-07-09 12:45:00,103.0,390.78,0.1014
2025-07-09 12:50:00,67.0,254.2,0.1014
2025-07-09 12:55:00,49.34,187.2,0.23
2025-07-09 13:00:00,70.0,265.58,0.1705
2025-07-09 13:05:00,62.0,235.23,0.1705
2025-07-09 13:10:00,49.0,185.91,0.1705
2025-07-09 13:15:00,62.26,236.22,0.1705
2025-07-09 13:20:00,70.0,265.58,0.12
2025-07-09 13:25:00,80.0,303.52,0.1694
2025-07-09 13:30:00,67.77,257.13,0.12
2025-07-09 13:35:00,86.0,326.28,0.1705
2025-07-09 13:40:00,154.0,584.28,0.1705
2025-07-09 13:45:00,77.66,294.63,0.0
2025-07-09 13:50:00,73.0,276.96,0.1705
2025-07-09 13:55:00,111.0,421.13,0.12
2025-07-09 14:00:00,103.0,390.78,0.1705
2025-07-09 14:05:00,106.0,402.16,0.1705
2025-07-09 14:10:00,91.0,345.25,0.13
2025-07-09 14:15:00,60.0,227.64,0.12
2025-07-09 14:20:00,67.0,254.2,0.1705
2025-07-09 14:25:00,124.0,470.46,0.1014
2025-07-09 14:30:00,182.0,690.51,0.13
2025-07-09 14:35:00,136.0,515.98,0.1705
2025-07-09 14:40:00,92.0,349.05,0.1705
2025-07-09 14:45:00,107.0,405.96,0.1705
2025-07-09 14:50:00,83.0,314.9,0.1705
2025-07-09 14:55:00,73.36,278.33,0.1705
2025-07-09 15:00:00,61.0,231.43,0.1705
2025-07-09 15:05:00,58.0,220.05,0.2239
2025-07-09 15:10:00,41.0,155.55,0.23
2025-07-09 15:15:00,36.97,140.27,0.12
2025-07-09 15:20:00,34.64,131.43,0.1014
2025-07-09 15:25:00,25.0,94.85,0.1014
2025-07-09 15:30:00,36.0,136.58,0.1014
2025-07-09 15:35:00,65.0,246.61,0.1014
2025-07-09 15:40:00,57.0,216.26,0.12
2025-07-09 15:45:00,41.0,155.55,0.138
2025-07-09 15:50:00,48.0,182.11,0.138
2025-07-09 15:55:00,49.46,187.63,0.1014
2025-07-09 16:00:00,62.0,235.23,0.1014
2025-07-09 16:05:00,60.0,227.64,0.1014
2025-07-09 16:10:00,52.0,197.29,0.0283
2025-07-09 16:15:00,48.0,182.11,0.0995
2025-07-09 16:20:00,52.0,197.29,0.1014
2025-07-09 16:25:00,35.55,134.89,0.1014
2025-07-09 16:30:00,27.49,104.31,0.1014
2025-07-09 16:35:00,17.0,64.5,0.0995
2025-07-09 16:40:00,10.0,37.94,0.0995
2025-07-09 16:45:00,7.0,26.56,0.1743
2025-07-09 16:50:00,9.0,34.15,0.1145
2025-07-09 16:55:00,11.0,41.73,0.0995
2025-07-09 17:00:00,10.0,37.94,0.0995
2025-07-09 17:05:00,5.0,18.97,0.1014
2025-07-09 17:10:00,3.0,11.38,0.1014
2025-07-09 17:15:00,1.0,3.79,0.1032
2025-07-09 17:20:00,1.0,3.79,0.1705
2025-07-09 17:25:00,0.0,0.0,0.1014
2025-07-09 17:30:00,0.0,0.0,0.1014
2025-07-09 17:35:00,0.0,0.0,0.13
2025-07-09 17:40:00,0.0,0.0,0.1014
2025-07-09 17:45:00,0.0,0.0,0.138
2025-07-09 17:50:00,0.0,0.0,0.138
2025-07-09 17:55:00,0.0,0.0,0.1491
2025-07-09 18:00:00,0.0,0.0,0.1705
2025-07-09 18:05:00,0.0,0.0,0.1385
2025-07-09 18:10:00,0.0,0.0,0.1396
2025-07-09 18:15:00,0.0,0.0,0.1405
2025-07-09 18:20:00,0.0,0.0,0.1705
2025-07-09 18:25:00,0.0,0.0,0.1705
2025-07-09 18:30:00,0.0,0.0,0.138
2025-07-09 18:35:00,0.0,0.0,0.138
2025-07-09 18:40:00,0.0,0.0,0.1399
2025-07-09 18:45:00,0.0,0.0,0.138
2025-07-09 18:50:00,0.0,0.0,0.138
2025-07-09 18:55:00,0.0,0.0,0.137
2025-07-09 19:00:00,0.0,0.0,0.1014
2025-07-09 19:05:00,0.0,0.0,0.1014
2025-07-09 19:10:00,0.0,0.0,0.13
2025-07-09 19:15:00,0.0,0.0,0.1014
2025-07-09 19:20:00,0.0,0.0,0.1014
2025-07-09 19:25:00,0.0,0.0,0.138
2025-07-09 19:30:00,0.0,0.0,0.1014
2025-07-09 19:35:00,0.0,0.0,0.1014
2025-07-09 19:40:00,0.0,0.0,0.1014
2025-07-09 19:45:00,0.0,0.0,0.1014
2025-07-09 19:50:00,0.0,0.0,0.1014
2025-07-09 19:55:00,0.0,0.0,0.1014
2025-07-09 20:00:00,0.0,0.0,0.094
2025-07-09 20:05:00,0.0,0.0,0.1014
2025-07-09 20:10:00,0.0,0.0,0.1014
2025-07-09 20:15:00,0.0,0.0,0.1014
2025-07-09 20:20:00,0.0,0.0,0.1014
2025-07-09 20:25:00,0.0,0.0,0.094
2025-07-09 20:30:00,0.0,0.0,0.094
2025-07-09 20:35:00,0.0,0.0,0.138
2025-07-09 20:40:00,0.0,0.0,0.1014
2025-07-09 20:45:00,0.0,0.0,0.1014
2025-07-09 20:50:00,0.0,0.0,0.1014
2025-07-09 20:55:00,0.0,0.0,0.1014
2025-07-09 21:00:00,0.0,0.0,0.0976
2025-07-09 21:05:00,0.0,0.0,0.102
2025-07-09 21:10:00,0.0,0.0,0.1014
2025-07-09 21:15:00,0.0,0.0,0.0906
2025-07-09 21:20:00,0.0,0.0,0.094
2025-07-09 21:25:00,0.0,0.0,0.0739
2025-07-09 21:30:00,0.0,0.0,0.0878
2025-07-09 21:35:00,0.0,0.0,0.0744
2025-07-09 21:40:00,0.0,0.0,0.0756
2025-07-09 21:45:00,0.0,0.0,0.0753
2025-07-09 21:50:00,0.0,0.0,0.0706
2025-07-09 21:55:00,0.0,0.0,0.0695
2025-07-09 22:00:00,0.0,0.0,0.0693
2025-07-09 22:05:00,0.0,0.0,0.1014
2025-07-09 22:10:00,0.0,0.0,0.1295
2025-07-09 22:15:00,0.0,0.0,0.1705
2025-07-09 22:20:00,0.0,0.0,0.1014
2025-07-09 22:25:00,0.0,0.0,0.0965
2025-07-09 22:30:00,0.0,0.0,0.1014
2025-07-09 22:35:00,0.0,0.0,0.0851
2025-07-09 22:40:00,0.0,0.0,0.0836
2025-07-09 22:45:00,0.0,0.0,0.0872
2025-07-09 22:50:00,0.0,0.0,0.0823
2025-07-09 22:55:00,0.0,0.0,0.0738
2025-07-09 23:00:00,0.0,0.0,0.0716
2025-07-09 23:05:00,0.0,0.0,0.0
2025-07-09 23:10:00,0.0,0.0,0.0
2025-07-09 23:15:00,0.0,0.0,0.0
2025-07-09 23:20:00,0.0,0.0,0.0
2025-07-09 23:25:00,0.0,0.0,0.0979
2025-07-09 23:30:00,0.0,0.0,0.0
2025-07-09 23:35:00,0.0,0.0,0.0882
2025-07-09 23:40:00,0.0,0.0,0.091
2025-07-09 23:45:00,0.0,0.0,0.0923
2025-07-09 23:50:00,0.0,0.0,0.0
2025-07-09 23:55:00,0.0,0.0,0.0
2025-07-10 00:00:00,0.0,0.0,0.0
2025-07-10 00:05:00,0.0,0.0,-0.032
2025-07-10 00:10:00,0.0,0.0,-0.0175
2025-07-10 00:15:00,0.0,0.0,-0.032
2025-07-10 00:20:00,0.0,0.0,0.0988
2025-07-10 00:25:00,0.0,0.0,-0.032
2025-07-10 00:30:00,0.0,0.0,-0.032
2025-07-10 00:35:00,0.0,0.0,0.0184
2025-07-10 00:40:00,0.0,0.0,0.0811
2025-07-10 00:45:00,0.0,0.0,0.0748
2025-07-10 00:50:00,0.0,0.0,0.0001
2025-07-10 00:55:00,0.0,0.0,0.0805
2025-07-10 01:00:00,0.0,0.0,-0.0074
2025-07-10 01:05:00,0.0,0.0,0.0929
2025-07-10 01:10:00,0.0,0.0,0.0961
2025-07-10 01:15:00,0.0,0.0,0.0934
2025-07-10 01:20:00,0.0,0.0,0.081
2025-07-10 01:25:00,0.0,0.0,0.0696
2025-07-10 01:30:00,0.0,0.0,0.0696
2025-07-10 01:35:00,0.0,0.0,-0.0104
2025-07-10 01:40:00,0.0,0.0,-0.0103
2025-07-10 01:45:00,0.0,0.0,0.0694
2025-07-10 01:50:00,0.0,0.0,0.0
2025-07-10 01:55:00,0.0,0.0,0.0
2025-07-10 02:00:00,0.0,0.0,0.0
2025-07-10 02:05:00,0.0,0.0,0.0755
2025-07-10 02:10:00,0.0,0.0,0.053
2025-07-10 02:15:00,0.0,0.0,0.0082
2025-07-10 02:20:00,0.0,0.0,0.0469
2025-07-10 02:25:00,0.0,0.0,0.0648
2025-07-10 02:30:00,0.0,0.0,0.0645
2025-07-10 02:35:00,0.0,0.0,0.0664
2025-07-10 02:40:00,0.0,0.0,0.0669
2025-07-10 02:45:00,0.0,0.0,-0.0109
2025-07-10 02:50:00,0.0,0.0,0.066
2025-07-10 02:55:00,0.0,0.0,0.0658
2025-07-10 03:00:00,0.0,0.0,0.065
2025-07-10 03:05:00,0.0,0.0,0.0451
2025-07-10 03:10:00,0.0,0.0,-0.032
2025-07-10 03:15:00,0.0,0.0,0.0462
2025-07-10 03:20:00,0.0,0.0,0.0334
2025-07-10 03:25:00,0.0,0.0,0.0334
2025-07-10 03:30:00,0.0,0.0,0.0366
2025-07-10 03:35:00,0.0,0.0,-0.032
2025-07-10 03:40:00,0.0,0.0,-0.032
2025-07-10 03:45:00,0.0,0.0,-0.0047
2025-07-10 03:50:00,0.0,0.0,-0.0175
2025-07-10 03:55:00,0.0,0.0,-0.0064
2025-07-10 04:00:00,0.0,0.0,-0.0175
2025-07-10 04:05:00,0.0,0.0,0.0068
2025-07-10 04:10:00,0.0,0.0,0.0556
2025-07-10 04:15:00,0.0,0.0,0.0564
2025-07-10 04:20:00,0.0,0.0,0.0054
2025-07-10 04:25:00,0.0,0.0,-0.0018
2025-07-10 04:30:00,0.0,0.0,0.0487
2025-07-10 04:35:00,0.0,0.0,-0.0167
2025-07-10 04:40:00,0.0,0.0,0.0359
2025-07-10 04:45:00,0.0,0.0,0.0339
2025-07-10 04:50:00,0.0,0.0,0.0358
2025-07-10 04:55:00,0.0,0.0,-0.0166
2025-07-10 05:00:00,0.0,0.0,0.0358
2025-07-10 05:05:00,0.0,0.0,0.0312
2025-07-10 05:10:00,0.0,0.0,0.0358
2025-07-10 05:15:00,0.0,0.0,0.0365
2025-07-10 05:20:00,0.0,0.0,0.0355
2025-07-10 05:25:00,0.0,0.0,0.0363
2025-07-10 05:30:00,0.0,0.0,0.0361
2025-07-10 05:35:00,0.0,0.0,0.0302
2025-07-10 05:40:00,0.0,0.0,0.0366
2025-07-10 05:45:00,0.0,0.0,0.0403
2025-07-10 05:50:00,0.0,0.0,0.0409
2025-07-10 05:55:00,0.0,0.0,0.0458
2025-07-10 06:00:00,0.0,0.0,0.0435
2025-07-10 06:05:00,0.0,0.0,0.0474
2025-07-10 06:10:00,0.0,0.0,0.0443
2025-07-10 06:15:00,0.0,0.0,0.0733
2025-07-10 06:20:00,0.0,0.0,0.147
2025-07-10 06:25:00,0.0,0.0,0.068
2025-07-10 06:30:00,0.0,0.0,0.1382
2025-07-10 06:35:00,0.0,0.0,0.063
2025-07-10 06:40:00,0.0,0.0,0.13
2025-07-10 06:45:00,0.0,0.0,0.152
2025-07-10 06:50:00,0.0,0.0,0.3446
2025-07-10 06:55:00,0.0,0.0,0.0005
2025-07-10 07:00:00,0.0,0.0,0.38
2025-07-10 07:05:00,1.0,3.79,0.35
2025-07-10 07:10:00,1.0,3.79,0.3446
2025-07-10 07:15:00,2.0,7.59,0.0832
2025-07-10 07:20:00,3.0,11.38,0.0005
2025-07-10 07:25:00,8.0,30.35,0.1798
2025-07-10 07:30:00,21.0,79.67,0.1539
2025-07-10 07:35:00,9.0,34.15,0.1798
2025-07-10 07:40:00,21.0,79.67,0.1798
2025-07-10 07:45:00,22.0,83.47,0.1798
2025-07-10 07:50:00,23.0,87.26,0.1798
2025-07-10 07:55:00,19.0,72.09,0.1798
2025-07-10 08:00:00,39.0,147.97,0.1798
2025-07-10 08:05:00,62.0,235.23,0.1798
2025-07-10 08:10:00,183.0,694.3,0.2027
2025-07-10 08:15:00,45.0,170.73,0.23
2025-07-10 08:20:00,101.0,383.19,0.2042
2025-07-10 08:25:00,139.63,529.77,0.23
2025-07-10 08:30:00,123.0,466.66,0.2282
2025-07-10 08:35:00,99.0,375.61,0.23
2025-07-10 08:40:00,43.0,163.14,0.2651
2025-07-10 08:45:00,75.0,284.55,0.23
2025-07-10 08:50:00,77.0,292.14,0.23
2025-07-10 08:55:00,76.0,288.34,0.1798
2025-07-10 09:00:00,116.0,440.1,0.1623
2025-07-10 09:05:00,402.0,1525.19,0.0328
2025-07-10 09:10:00,545.0,2067.73,0.1623
2025-07-10 09:15:00,289.21,1097.27,0.0054
2025-07-10 09:20:00,68.8,261.04,0.0
2025-07-10 09:25:00,426.26,1617.23,0.0
2025-07-10 09:30:00,592.0,2246.05,0.0391
2025-07-10 09:35:00,464.24,1761.32,-0.0175
2025-07-10 09:40:00,539.16,2045.56,-0.0175
2025-07-10 09:45:00,595.12,2257.9,-0.017
2025-07-10 09:50:00,596.87,2264.52,0.0387
2025-07-10 09:55:00,593.0,2249.84,-0.0268
2025-07-10 10:00:00,591.0,2242.25,-0.0175
2025-07-10 10:05:00,591.0,2242.26,-0.0197
2025-07-10 10:10:00,592.61,2248.35,-0.017
2025-07-10 10:15:00,584.0,2215.7,-0.0175
2025-07-10 10:20:00,570.0,2162.58,-0.0165
2025-07-10 10:25:00,586.44,2224.97,-0.0175
2025-07-10 10:30:00,747.0,2834.12,-0.019
2025-07-10 10:35:00,181.43,688.36,-0.0289
2025-07-10 10:40:00,384.27,1457.92,-0.017
2025-07-10 10:45:00,594.0,2253.64,0.121
2025-07-10 10:50:00,615.59,2335.56,-0.0139
2025-07-10 10:55:00,675.0,2560.95,-0.0197
2025-07-10 11:00:00,101.99,386.96,-0.0197
2025-07-10 11:05:00,723.0,2743.06,-0.0013
2025-07-10 11:10:00,598.0,2268.81,-0.0234
2025-07-10 11:15:00,561.0,2128.43,-0.0197
2025-07-10 11:20:00,555.0,2105.67,-0.065
2025-07-10 11:25:00,554.52,2103.84,-0.0931
2025-07-10 11:30:00,564.79,2142.82,-0.032
2025-07-10 11:35:00,435.0,1650.39,-0.05
2025-07-10 11:40:00,578.82,2196.05,-0.092
2025-07-10 11:45:00,557.64,2115.68,-0.1558
2025-07-10 11:50:00,550.0,2086.7,-0.032
2025-07-10 11:55:00,435.0,1650.37,-0.067
2025-07-10 12:00:00,236.37,896.78,-0.0354
2025-07-10 12:05:00,265.75,1008.26,-0.027
2025-07-10 12:10:00,267.34,1014.3,-0.0198
2025-07-10 12:15:00,289.0,1096.47,-0.0201
2025-07-10 12:20:00,547.94,2078.89,-0.0201
2025-07-10 12:25:00,540.0,2048.76,-0.0201
2025-07-10 12:30:00,540.0,2048.76,-0.0201
2025-07-10 12:35:00,549.0,2082.91,-0.032
2025-07-10 12:40:00,463.76,1759.5,-0.0201
2025-07-10 12:45:00,629.0,2386.43,-0.0709
2025-07-10 12:50:00,683.0,2591.3,-0.092
2025-07-10 12:55:00,567.0,2151.2,-0.0289
2025-07-10 13:00:00,564.54,2141.87,-0.102
2025-07-10 13:05:00,565.0,2143.61,-0.092
2025-07-10 13:10:00,562.42,2133.81,-0.0929
2025-07-10 13:15:00,570.0,2162.58,-0.092
2025-07-10 13:20:00,578.15,2193.5,-0.1691
2025-07-10 13:25:00,583.15,2212.47,-0.0989
2025-07-10 13:30:00,588.0,2230.87,-0.0206
2025-07-10 13:35:00,649.0,2462.31,-0.0201
2025-07-10 13:40:00,382.46,1451.06,-0.0243
2025-07-10 13:45:00,451.56,1713.23,-0.023
2025-07-10 13:50:00,527.34,2000.71,-0.0201
2025-07-10 13:55:00,603.11,2288.19,-0.0201
2025-07-10 14:00:00,654.62,2483.63,-0.02
2025-07-10 14:05:00,484.0,1836.3,-0.02
2025-07-10 14:10:00,587.25,2228.02,-0.0201
2025-07-10 14:15:00,772.0,2928.97,-0.0201
2025-07-10 14:20:00,399.0,1513.81,-0.0201
2025-07-10 14:25:00,248.27,941.94,-0.0201
2025-07-10 14:30:00,159.0,603.25,-0.0201
2025-07-10 14:35:00,161.66,613.35,-0.0201
2025-07-10 14:40:00,169.47,642.96,-0.02
2025-07-10 14:45:00,218.0,827.09,-0.02
2025-07-10 14:50:00,723.0,2743.06,-0.0201
2025-07-10 14:55:00,636.44,2414.64,-0.0201
2025-07-10 15:00:00,263.0,997.82,-0.0197
2025-07-10 15:05:00,190.0,720.86,-0.02
2025-07-10 15:10:00,113.0,428.72,-0.017
2025-07-10 15:15:00,318.97,1210.18,-0.01
2025-07-10 15:20:00,494.71,1876.93,-0.01
2025-07-10 15:25:00,637.0,2416.78,-0.0145
2025-07-10 15:30:00,665.0,2523.01,-0.0145
2025-07-10 15:35:00,644.35,2444.66,-0.0163
2025-07-10 15:40:00,619.0,2348.49,-0.016
2025-07-10 15:45:00,531.0,2014.61,-0.016
2025-07-10 15:50:00,493.83,1873.58,-0.0165
2025-07-10 15:55:00,452.0,1714.89,-0.016
2025-07-10 16:00:00,406.0,1540.36,-0.016
2025-07-10 16:05:00,377.0,1430.34,-0.016
2025-07-10 16:10:00,330.38,1253.46,-0.0112
2025-07-10 16:15:00,276.11,1047.56,-0.016
2025-07-10 16:20:00,62.81,238.29,-0.016
2025-07-10 16:25:00,164.0,622.22,0.0695
2025-07-10 16:30:00,158.93,602.96,0.0828
2025-07-10 16:35:00,133.0,504.6,0.1187
2025-07-10 16:40:00,39.0,147.97,0.1346
2025-07-10 16:45:00,94.11,357.05,0.1361
2025-07-10 16:50:00,51.07,193.75,0.155
2025-07-10 16:55:00,33.0,125.2,0.1273
2025-07-10 17:00:00,27.0,102.44,0.1137
2025-07-10 17:05:00,16.0,60.7,0.1014
2025-07-10 17:10:00,7.28,27.61,0.101
2025-07-10 17:15:00,8.0,30.35,0.1014
2025-07-10 17:20:00,5.0,18.97,0.1073
2025-07-10 17:25:00,4.0,15.18,0.138
2025-07-10 17:30:00,2.0,7.59,0.124
2025-07-10 17:35:00,1.0,3.79,0.1225
2025-07-10 17:40:00,0.0,0.0,0.1278
2025-07-10 17:45:00,0.0,0.0,0.13
2025-07-10 17:50:00,0.0,0.0,0.13
2025-07-10 17:55:00,0.0,0.0,0.125
2025-07-10 18:00:00,0.0,0.0,0.138
2025-07-10 18:05:00,0.0,0.0,0.13
2025-07-10 18:10:00,0.0,0.0,0.1283
2025-07-10 18:15:00,0.0,0.0,0.138
2025-07-10 18:20:00,0.0,0.0,0.13
2025-07-10 18:25:00,0.0,0.0,0.138
2025-07-10 18:30:00,0.0,0.0,0.125
2025-07-10 18:35:00,0.0,0.0,0.1231
2025-07-10 18:40:00,0.0,0.0,0.1018
2025-07-10 18:45:00,0.0,0.0,0.1061
2025-07-10 18:50:00,0.0,0.0,0.1014
2025-07-10 18:55:00,0.0,0.0,0.1227
2025-07-10 19:00:00,0.0,0.0,0.1017
2025-07-10 19:05:00,0.0,0.0,0.1147
2025-07-10 19:10:00,0.0,0.0,0.13
2025-07-10 19:15:00,0.0,0.0,0.1067
2025-07-10 19:20:00,0.0,0.0,0.1146
2025-07-10 19:25:00,0.0,0.0,0.1147
2025-07-10 19:30:00,0.0,0.0,0.1037
2025-07-10 19:35:00,0.0,0.0,0.1037
2025-07-10 19:40:00,0.0,0.0,0.1014
2025-07-10 19:45:00,0.0,0.0,0.1014
2025-07-10 19:50:00,0.0,0.0,0.1014
2025-07-10 19:55:00,0.0,0.0,0.0987
2025-07-10 20:00:00,0.0,0.0,0.094
2025-07-10 20:05:00,0.0,0.0,0.0992
2025-07-10 20:10:00,0.0,0.0,0.1007
2025-07-10 20:15:00,0.0,0.0,0.1014
2025-07-10 20:20:00,0.0,0.0,0.087
2025-07-10 20:25:00,0.0,0.0,0.13
2025-07-10 20:30:00,0.0,0.0,0.094
2025-07-10 20:35:00,0.0,0.0,0.1014
2025-07-10 20:40:00,0.0,0.0,0.0855
2025-07-10 20:45:00,0.0,0.0,0.0856
2025-07-10 20:50:00,0.0,0.0,0.0857
2025-07-10 20:55:00,0.0,0.0,0.0783
2025-07-10 21:00:00,0.0,0.0,0.0767
2025-07-10 21:05:00,0.0,0.0,0.0884
2025-07-10 21:10:00,0.0,0.0,0.0821
2025-07-10 21:15:00,0.0,0.0,0.0731
2025-07-10 21:20:00,0.0,0.0,0.0681
2025-07-10 21:25:00,0.0,0.0,0.0701
2025-07-10 21:30:00,0.0,0.0,0.0664
2025-07-10 21:35:00,0.0,0.0,0.0638
2025-07-10 21:40:00,0.0,0.0,0.0652
2025-07-10 21:45:00,0.0,0.0,0.0481
2025-07-10 21:50:00,0.0,0.0,0.0472
2025-07-10 21:55:00,0.0,0.0,0.1014
2025-07-10 22:00:00,0.0,0.0,0.0343
2025-07-10 22:05:00,0.0,0.0,0.0524
2025-07-10 22:10:00,0.0,0.0,0.149
2025-07-10 22:15:00,0.0,0.0,0.1014
2025-07-10 22:20:00,0.0,0.0,0.049
2025-07-10 22:25:00,0.0,0.0,0.0412
2025-07-10 22:30:00,0.0,0.0,0.0319
2025-07-10 22:35:00,0.0,0.0,0.0406
2025-07-10 22:40:00,0.0,0.0,0.0259
2025-07-10 22:45:00,0.0,0.0,0.0365
2025-07-10 22:50:00,0.0,0.0,0.0326
2025-07-10 22:55:00,0.0,0.0,0.0265
2025-07-10 23:00:00,0.0,0.0,0.0243
2025-07-10 23:05:00,0.0,0.0,0.0384
2025-07-10 23:10:00,0.0,0.0,0.037
